ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,num_events,num_abertura,num_updates,num_encerramento,target_category
3963,2025-02-16T18:51:00,9152,Financeiro,Santos,MG,Notebook,Windows,Safari,WiFi,14,4,26,Falha crítica no computador: congela com sem resposta.,Falha crítica no computador: congela com sem resposta.,images/default_hardware.png,612,407,Crítica,Aberto,N2,0,-0.786,5,2,-31.583509,-46.072097,0,0,0,0,Hardware
450,2025-01-06T07:30:00,7275,RH,Campinas,RS,Notebook,Android,Chrome,5G,10,4,66,O Módulo de notas fiscais exibe sem resposta ao gerar relató...,O Módulo de notas fiscais exibe sem resposta ao gerar relatório.,images/finance_report.png,738,414,Baixa,Em andamento,Infra,1,-0.94,6,1,-24.981459,-48.849071,0,0,0,0,Financeiro
243,2025-01-03T20:51:00,3867,TI,Santos,SP,Desktop,Windows,Safari,WiFi,30,48,20,O aplicativo Word fecha inesperadamente quando abrir documen...,O aplicativo Word fecha inesperadamente quando abrir documento.,images/office.png,500,333,Alta,Em andamento,Infra,1,-0.713,5,0,-24.83869,-43.813564,0,0,0,0,Software
139,2025-01-02T15:23:00,8859,RH,Santos,RS,Mobile,Android,Safari,4G,11,4,41,O usuário não consegue importar dados devido a superaquece.,O usuário não consegue importar dados devido a superaquece.,images/default_access.png,191,165,Alta,Em andamento,N1,1,0.059,7,1,-23.18362,-52.10867,0,0,0,0,Acesso
3687,2025-02-13T12:39:00,8860,Financeiro,Curitiba,MG,Mobile,Linux,Firefox,5G,13,8,20,Problema de conectividade: não funciona durante salvar arqui...,Problema de conectividade: não funciona durante salvar arquivo.,images/default_network.png,500,333,Crítica,Em andamento,N2,0,-0.879,3,3,-32.514318,-52.20424,0,0,0,0,Rede
4651,2025-02-24T21:47:00,1955,RH,São Paulo,RJ,Desktop,iOS,Edge,Cabo,14,12,63,Problema de conectividade: reinicia sozinho durante imprimir...,Problema de conectividade: reinicia sozinho durante imprimir.,images/default_network.png,500,333,Média,Aberto,N1,1,0.522,5,0,-27.965208,-50.137346,0,0,0,0,Rede
406,2025-01-05T19:02:00,1942,Financeiro,São Paulo,RS,Notebook,Android,Edge,4G,6,4,45,O acesso ao sistema de folha está bloqueado por falha.,O acesso ao sistema de folha está bloqueado por falha.,images/access_denied.png,612,408,Crítica,Em andamento,N1,0,-0.138,7,1,-32.876293,-48.008246,0,0,0,0,Acesso
2931,2025-02-04T14:27:00,8456,Financeiro,São Paulo,RS,Mobile,iOS,Firefox,5G,22,24,13,O notebook não responde e exibe tela piscando.,O notebook não responde e exibe tela piscando.,images/default_hardware.png,612,407,Baixa,Fechado,N2,0,0.374,4,2,-26.23928,-49.664396,0,0,0,0,Hardware
4742,2025-02-25T23:34:00,3060,Financeiro,Curitiba,RJ,Desktop,Linux,Firefox,5G,28,24,30,O fonte apresenta superaquece e cheiro de queimado.,O fonte apresenta superaquece e cheiro de queimado.,images/power_supply.png,500,375,Baixa,Fechado,N2,0,-0.57,6,2,-23.548408,-52.355916,0,0,0,0,Hardware
51,2025-01-01T14:27:00,8802,RH,Santos,RS,Mobile,Windows,Safari,Cabo,39,4,67,O usuário não consegue imprimir devido a emite beep.,O usuário não consegue imprimir devido a emite beep.,images/default_hr.png,612,408,Baixa,Fechado,N1,0,0.997,6,3,-29.153618,-52.031178,0,0,0,0,RH
3979,2025-02-16T23:23:00,7679,TI,Santos,RJ,Notebook,Android,Chrome,4G,31,24,14,O portal do funcionário apresenta tela azul durante gerar re...,O portal do funcionário apresenta tela azul durante gerar relatório.,images/hr_portal.png,323,619,Alta,Aberto,Aplicações,1,0.474,7,3,-23.746523,-48.332441,0,0,0,0,RH
1843,2025-01-22T18:11:00,1653,Operações,Campinas,BA,Desktop,Windows,Safari,5G,30,4,21,O Sistema de RH apresenta perda de dados e não abrir documen...,O Sistema de RH apresenta perda de dados e não abrir documento.,images/default_software.png,612,344,Baixa,Em andamento,N1,1,0.02,5,2,-30.769106,-47.222228,0,0,0,0,Software
1039,2025-01-13T06:23:00,6399,Financeiro,Belo Horizonte,MG,Desktop,Android,Chrome,WiFi,4,8,58,Erro no sistema de RH: fica lento ao gerar relatório.,Erro no sistema de RH: fica lento ao gerar relatório.,images/finance_report.png,738,414,Baixa,Aberto,N2,1,0.878,6,2,-31.918388,-44.293913,0,0,0,0,RH
403,2025-01-05T18:11:00,5519,RH,Belo Horizonte,BA,Desktop,Android,Chrome,4G,26,12,12,O usuário relata perda de dados ao tentar acessar portal do ...,O usuário relata perda de dados ao tentar acessar portal do funcionário.,images/hr_portal.png,323,619,Alta,Fechado,N2,0,-0.67,6,0,-32.878022,-50.270076,0,0,0,0,Acesso
2766,2025-02-02T15:42:00,4020,RH,Belo Horizonte,RJ,Mobile,iOS,Edge,5G,6,8,46,O usuário não consegue gerar relatório devido a emite beep.,O usuário não consegue gerar relatório devido a emite beep.,images/finance_report.png,738,414,Alta,Aberto,N1,1,0.094,3,2,-30.010705,-46.906125,0,0,0,0,RH
2435,2025-01-29T17:55:00,5290,Operações,Belo Horizonte,BA,Mobile,iOS,Chrome,5G,7,24,41,O Sistema de RH apresenta tela piscando e não imprimir.,O Sistema de RH apresenta tela piscando e não imprimir.,images/default_software.png,612,344,Baixa,Aberto,Infra,1,0.319,5,3,-23.594428,-46.491715,0,0,0,0,Software
1846,2025-01-22T19:02:00,7509,RH,Curitiba,MG,Mobile,iOS,Firefox,5G,33,4,42,Erro de compilação no Navegador durante a fazer login.,Erro de compilação no Navegador durante a fazer login.,images/browser.png,500,333,Crítica,Aberto,Infra,0,0.126,4,3,-32.46345,-51.844713,0,0,0,0,Software
3466,2025-02-10T22:02:00,8978,Operações,Curitiba,RJ,Desktop,Linux,Firefox,Cabo,3,4,20,O acesso ao sistema de folha está bloqueado por falha.,O acesso ao sistema de folha está bloqueado por falha.,images/access_denied.png,612,408,Baixa,Fechado,Infra,0,-0.76,3,2,-33.708807,-49.247007,0,0,0,0,Acesso
4848,2025-02-27T05:36:00,4199,RH,Belo Horizonte,SP,Notebook,Linux,Safari,WiFi,21,4,47,O fonte não responde e exibe tela piscando.,O fonte não responde e exibe tela piscando.,images/power_supply.png,500,375,Baixa,Em andamento,N1,1,0.003,4,2,-25.409489,-46.586594,0,0,0,0,Hardware
4057,2025-02-17T21:29:00,3436,RH,Belo Horizonte,PR,Mobile,Linux,Safari,Cabo,6,48,38,Problema de conectividade: fica lento durante abrir document...,Problema de conectividade: fica lento durante abrir documento.,images/default_network.png,500,333,Baixa,Em andamento,Infra,1,-0.365,4,2,-23.966319,-45.801668,0,0,0,0,Rede
1629,2025-01-20T05:33:00,2052,TI,Curitiba,BA,Mobile,Android,Safari,WiFi,5,24,7,Falha de autenticação ao tentar executar consulta.,Falha de autenticação ao tentar executar consulta.,images/login.png,500,333,Alta,Fechado,Infra,1,0.133,7,3,-23.421799,-46.855523,0,0,0,0,Acesso
2532,2025-01-30T21:24:00,9865,RH,Santos,RS,Mobile,iOS,Firefox,Cabo,11,48,18,Erro no Módulo de notas fiscais durante enviar email.,Erro no Módulo de notas fiscais durante enviar email.,images/email.png,500,333,Baixa,Fechado,N2,0,0.765,5,3,-31.503758,-47.37826,0,0,0,0,Financeiro
534,2025-01-07T07:18:00,1583,TI,Santos,BA,Desktop,iOS,Firefox,Cabo,5,48,13,Falha de rede: tela azul ao tentar importar dados.,Falha de rede: tela azul ao tentar importar dados.,images/network.png,500,342,Alta,Fechado,Aplicações,1,0.785,4,2,-23.206805,-46.27898,0,0,0,0,Rede
402,2025-01-05T17:54:00,9711,RH,Curitiba,RS,Desktop,Android,Chrome,Cabo,8,8,49,O sistema FTP exibe apresenta erro ao abrir documento.,O sistema FTP exibe apresenta erro ao abrir documento.,images/browser.png,500,333,Alta,Fechado,Infra,0,0.356,5,3,-26.096024,-51.287265,0,0,0,0,Software
3051,2025-02-06T00:27:00,5132,Financeiro,Campinas,PR,Desktop,Android,Chrome,4G,18,24,36,Erro no Sistema de tesouraria durante gerar relatório.,Erro no Sistema de tesouraria durante gerar relatório.,images/finance_report.png,738,414,Baixa,Em andamento,N2,0,-0.789,7,1,-31.523082,-50.100868,0,0,0,0,Financeiro
3954,2025-02-16T16:18:00,1745,TI,São Paulo,BA,Mobile,iOS,Chrome,5G,17,4,50,O acesso ao sistema de recrutamento está bloqueado por apres...,O acesso ao sistema de recrutamento está bloqueado por apresenta erro.,images/access_denied.png,612,408,Média,Fechado,N2,1,0.453,3,3,-26.452715,-43.840737,0,0,0,0,Acesso
1328,2025-01-16T16:16:00,9409,TI,Belo Horizonte,MG,Mobile,Android,Firefox,Cabo,27,8,27,O usuário relatou que o notebook apresenta erro durante o ex...,O usuário relatou que o notebook apresenta erro durante o execução de tarefa.,images/default_hardware.png,612,407,Baixa,Aberto,Aplicações,0,0.992,6,1,-32.393879,-49.909836,0,0,0,0,Hardware
2852,2025-02-03T16:04:00,7080,RH,São Paulo,RS,Mobile,iOS,Firefox,4G,17,24,30,O usuário não consegue abrir documento devido a desliga.,O usuário não consegue abrir documento devido a desliga.,images/default_access.png,191,165,Média,Em andamento,Aplicações,0,-0.378,5,3,-31.78293,-50.485157,0,0,0,0,Acesso
3151,2025-02-07T04:47:00,5073,Operações,São Paulo,RS,Desktop,Android,Safari,5G,34,12,26,Relatório financeiro não não liga corretamente.,Relatório financeiro não não liga corretamente.,images/finance_report.png,738,414,Média,Em andamento,Aplicações,0,0.399,4,0,-27.16983,-52.280996,0,0,0,0,Financeiro
3195,2025-02-07T17:15:00,3582,TI,Curitiba,BA,Notebook,Linux,Safari,Cabo,9,48,24,Erro no Sistema de tesouraria durante executar consulta.,Erro no Sistema de tesouraria durante executar consulta.,images/finance_report.png,738,414,Alta,Fechado,Aplicações,1,-0.786,7,2,-30.833422,-52.364934,0,0,0,0,Financeiro
3087,2025-02-06T10:39:00,1558,Operações,Belo Horizonte,BA,Desktop,Linux,Safari,Cabo,0,8,7,O acesso à internet falha com falha.,O acesso à internet falha com falha.,images/default_network.png,500,333,Crítica,Fechado,Aplicações,0,0.681,7,3,-25.223867,-51.6391,0,0,0,0,Rede
4879,2025-02-27T14:23:00,8853,Financeiro,Santos,SP,Notebook,Windows,Chrome,WiFi,11,12,44,Relatório financeiro não desliga corretamente.,Relatório financeiro não desliga corretamente.,images/finance_report.png,738,414,Crítica,Aberto,N2,0,-0.418,4,3,-25.265436,-48.240927,0,0,0,0,Financeiro
2768,2025-02-02T16:16:00,6848,Operações,Curitiba,PR,Desktop,Windows,Chrome,4G,12,8,57,O aplicativo Email fecha inesperadamente quando executar con...,O aplicativo Email fecha inesperadamente quando executar consulta.,images/email.png,500,333,Alta,Aberto,N1,1,-0.206,6,2,-23.22523,-44.382382,0,0,0,0,Software
931,2025-01-11T23:47:00,9715,RH,Belo Horizonte,SP,Notebook,Windows,Edge,4G,34,4,71,Erro de sintaxe no Sistema ERP durante a importar dados.,Erro de sintaxe no Sistema ERP durante a importar dados.,images/sap_erp.png,612,344,Crítica,Em andamento,Aplicações,0,-0.919,4,0,-23.757183,-45.022237,0,0,0,0,Software
234,2025-01-03T18:18:00,3945,Operações,Curitiba,PR,Notebook,iOS,Chrome,Cabo,29,48,26,O portal do funcionário não está emite beep para gerar relat...,O portal do funcionário não está emite beep para gerar relatório.,images/hr_portal.png,323,619,Baixa,Em andamento,Infra,0,0.437,6,0,-32.806015,-46.108356,0,0,0,0,RH
2740,2025-02-02T08:20:00,2947,Financeiro,Santos,BA,Desktop,Android,Chrome,5G,37,8,32,O usuário não consegue salvar arquivo devido a não liga.,O usuário não consegue salvar arquivo devido a não liga.,images/default_access.png,191,165,Alta,Fechado,Aplicações,0,-0.798,7,2,-23.36724,-47.861107,0,0,0,0,Acesso
2845,2025-02-03T14:05:00,8710,TI,São Paulo,PR,Desktop,iOS,Chrome,WiFi,16,4,23,O módulo financeiro desliga ao importar dados.,O módulo financeiro desliga ao importar dados.,images/finance_report.png,738,414,Alta,Fechado,Infra,1,-0.977,7,2,-28.120874,-44.645117,0,0,0,0,Financeiro
2734,2025-02-02T06:38:00,9772,Financeiro,Curitiba,PR,Notebook,Windows,Chrome,5G,19,48,1,O aplicativo Sistema de Notas Fiscais fecha inesperadamente ...,O aplicativo Sistema de Notas Fiscais fecha inesperadamente quando enviar email.,images/email.png,500,333,Média,Em andamento,N1,0,-0.253,6,0,-29.780162,-50.154371,0,0,0,0,Software
1947,2025-01-23T23:39:00,6065,RH,São Paulo,RJ,Desktop,Linux,Firefox,WiFi,8,4,63,Falha de rede: cheiro de queimado ao tentar gerar relatório.,Falha de rede: cheiro de queimado ao tentar gerar relatório.,images/network.png,500,342,Crítica,Aberto,Infra,0,0.407,5,1,-28.416163,-49.984327,0,0,0,0,Rede
881,2025-01-11T09:37:00,3754,TI,São Paulo,SP,Notebook,Linux,Firefox,4G,12,48,51,O acesso ao sistema de folha está bloqueado por não funciona...,O acesso ao sistema de folha está bloqueado por não funciona.,images/access_denied.png,612,408,Baixa,Aberto,Infra,0,-0.347,5,1,-30.855335,-44.32567,0,0,0,0,Acesso
203,2025-01-03T09:31:00,3676,TI,Campinas,MG,Notebook,Windows,Safari,4G,16,12,47,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Baixa,Aberto,Aplicações,0,-0.298,7,1,-27.512294,-46.666332,0,0,0,0,Acesso
4400,2025-02-21T22:40:00,4104,RH,Campinas,PR,Mobile,Windows,Safari,Cabo,13,24,38,O SAP exibe mensagem de erro ao gerar relatório.,O SAP exibe mensagem de erro ao gerar relatório.,images/sap_erp.png,612,344,Baixa,Fechado,N1,1,-0.367,6,2,-26.186184,-52.282059,0,0,0,0,Financeiro
3853,2025-02-15T11:41:00,3577,RH,Curitiba,SP,Mobile,Android,Edge,WiFi,27,48,60,A conexão de rede está emite beep e ruído.,A conexão de rede está emite beep e ruído.,images/network.png,500,342,Alta,Aberto,N1,1,0.091,6,2,-29.109775,-43.804899,0,0,0,0,Rede
4500,2025-02-23T03:00:00,9111,Financeiro,Curitiba,PR,Desktop,iOS,Safari,Cabo,28,8,25,O módulo financeiro falha ao gerar relatório.,O módulo financeiro falha ao gerar relatório.,images/finance_report.png,738,414,Crítica,Em andamento,N2,1,-0.939,4,0,-29.866525,-46.069273,0,0,0,0,Financeiro
4271,2025-02-20T10:07:00,7372,Financeiro,Belo Horizonte,MG,Mobile,iOS,Safari,Cabo,36,8,39,O sistema CRM exibe apresenta erro ao enviar email.,O sistema CRM exibe apresenta erro ao enviar email.,images/email.png,500,333,Baixa,Fechado,N1,1,-0.518,6,3,-23.796594,-44.648047,0,0,0,0,Software
1110,2025-01-14T02:30:00,2388,TI,São Paulo,SP,Mobile,Windows,Firefox,4G,27,4,49,Erro no SAP durante imprimir.,Erro no SAP durante imprimir.,images/sap_erp.png,612,344,Crítica,Em andamento,Aplicações,1,0.4,4,0,-28.196062,-49.452184,0,0,0,0,Financeiro
3056,2025-02-06T01:52:00,7648,Operações,Santos,BA,Desktop,Windows,Firefox,WiFi,23,8,4,Erro de conexão no Excel durante a imprimir.,Erro de conexão no Excel durante a imprimir.,images/office.png,500,333,Crítica,Aberto,N2,0,0.697,3,1,-30.787786,-48.307911,0,0,0,0,Software
2531,2025-01-30T21:07:00,1299,Operações,Belo Horizonte,BA,Desktop,Windows,Firefox,WiFi,12,12,35,Erro no sistema de RH: reinicia sozinho ao imprimir.,Erro no sistema de RH: reinicia sozinho ao imprimir.,images/default_hr.png,612,408,Alta,Aberto,Aplicações,0,-0.781,6,2,-25.123642,-52.8145,0,0,0,0,RH
4601,2025-02-24T07:37:00,1077,RH,Curitiba,RS,Notebook,Linux,Edge,WiFi,4,4,57,O usuário não consegue gerar relatório devido a apresenta er...,O usuário não consegue gerar relatório devido a apresenta erro.,images/finance_report.png,738,414,Média,Aberto,Infra,1,0.534,6,0,-25.742355,-45.031666,0,0,0,0,RH
4803,2025-02-26T16:51:00,7781,Operações,Curitiba,SP,Notebook,Android,Safari,Cabo,11,4,61,Erro de runtime no Navegador durante a gerar relatório.,Erro de runtime no Navegador durante a gerar relatório.,images/browser.png,500,333,Crítica,Fechado,Aplicações,1,-0.48,6,2,-25.652756,-45.812617,0,0,0,0,Software
4181,2025-02-19T08:37:00,6020,TI,Santos,PR,Desktop,iOS,Edge,4G,6,48,63,O usuário relatou que o cooler fica lento durante o execução...,O usuário relatou que o cooler fica lento durante o execução de tarefa.,images/cooler.png,500,750,Alta,Fechado,Infra,1,0.827,7,3,-27.253662,-43.731321,0,0,0,0,Hardware
4910,2025-02-27T23:10:00,3142,RH,Curitiba,PR,Mobile,Linux,Firefox,WiFi,9,48,69,Falha crítica no HD: congela com ruído.,Falha crítica no HD: congela com ruído.,images/hard_drive.png,500,334,Crítica,Aberto,N2,0,0.464,3,3,-29.736816,-48.834188,0,0,0,0,Hardware
631,2025-01-08T10:47:00,1235,TI,São Paulo,BA,Desktop,iOS,Edge,4G,1,48,62,O usuário não consegue abrir documento devido a superaquece.,O usuário não consegue abrir documento devido a superaquece.,images/default_access.png,191,165,Média,Aberto,N1,1,0.356,7,0,-33.394943,-48.818374,0,0,0,0,Acesso
1113,2025-01-14T03:21:00,6261,RH,Belo Horizonte,SP,Notebook,Windows,Chrome,Cabo,8,8,9,O Módulo de notas fiscais exibe mensagem de erro ao gerar re...,O Módulo de notas fiscais exibe mensagem de erro ao gerar relatório.,images/finance_report.png,738,414,Baixa,Em andamento,Aplicações,0,-0.227,6,3,-26.904539,-51.075472,0,0,0,0,Financeiro
916,2025-01-11T19:32:00,4327,Financeiro,Campinas,RS,Mobile,Windows,Safari,Cabo,35,24,57,O sistema de ponto apresenta sem resposta durante imprimir.,O sistema de ponto apresenta sem resposta durante imprimir.,images/payroll.png,612,408,Baixa,Fechado,N2,0,-0.191,5,3,-28.900372,-44.888939,0,0,0,0,RH
104,2025-01-02T05:28:00,9653,TI,Campinas,RJ,Mobile,iOS,Edge,WiFi,4,12,70,O módulo financeiro congela ao enviar email.,O módulo financeiro congela ao enviar email.,images/email.png,500,333,Baixa,Em andamento,N1,0,0.174,6,3,-23.675263,-50.137159,0,0,0,0,Financeiro
1893,2025-01-23T08:21:00,7919,RH,Curitiba,MG,Desktop,Android,Safari,4G,14,4,68,Problema de hardware: o placa-mãe falha inesperadamente.,Problema de hardware: o placa-mãe falha inesperadamente.,images/motherboard.png,612,408,Baixa,Fechado,N2,1,0.048,3,2,-26.104178,-44.774553,0,0,0,0,Hardware
3017,2025-02-05T14:49:00,4762,RH,Santos,SP,Notebook,iOS,Safari,Cabo,30,8,63,"Rede instável, reinicia sozinho ao acessar internet.","Rede instável, reinicia sozinho ao acessar internet.",images/network.png,500,342,Baixa,Fechado,N1,1,0.885,3,2,-27.124242,-50.931565,0,0,0,0,Rede
1748,2025-01-21T15:16:00,9621,Financeiro,Campinas,RJ,Mobile,Windows,Firefox,4G,19,24,11,O sistema de folha apresenta cheiro de queimado durante abri...,O sistema de folha apresenta cheiro de queimado durante abrir documento.,images/payroll.png,612,408,Média,Fechado,Infra,1,0.492,3,3,-26.771193,-47.899142,0,0,0,0,RH
2422,2025-01-29T14:14:00,1685,RH,Belo Horizonte,MG,Mobile,Windows,Chrome,5G,40,12,29,Falha no sistema financeiro: emite beep ao abrir documento.,Falha no sistema financeiro: emite beep ao abrir documento.,images/finance_report.png,738,414,Crítica,Em andamento,N2,0,0.162,5,0,-31.923431,-44.291906,0,0,0,0,Financeiro
2686,2025-02-01T17:02:00,5905,RH,Curitiba,SP,Desktop,iOS,Safari,Cabo,1,8,31,O módulo financeiro não funciona ao executar consulta.,O módulo financeiro não funciona ao executar consulta.,images/finance_report.png,738,414,Crítica,Aberto,Aplicações,0,-0.2,4,1,-26.457674,-52.385642,0,0,0,0,Financeiro
1602,2025-01-19T21:54:00,6078,TI,Santos,PR,Desktop,Linux,Safari,5G,27,4,44,"Rede instável, não liga ao acessar internet.","Rede instável, não liga ao acessar internet.",images/network.png,500,342,Alta,Fechado,N2,1,-0.642,3,0,-24.72827,-43.578976,0,0,0,0,Rede
3587,2025-02-12T08:19:00,4551,Operações,Curitiba,PR,Desktop,Windows,Firefox,5G,32,24,49,Falha de autenticação ao tentar abrir documento.,Falha de autenticação ao tentar abrir documento.,images/login.png,500,333,Crítica,Em andamento,Infra,1,-0.827,5,3,-24.120398,-43.829897,0,0,0,0,Acesso
1540,2025-01-19T04:20:00,8688,TI,Curitiba,PR,Notebook,Windows,Edge,4G,36,48,52,Problema de conectividade: congela durante gerar relatório.,Problema de conectividade: congela durante gerar relatório.,images/finance_report.png,738,414,Baixa,Em andamento,Aplicações,1,0.409,7,3,-32.434821,-52.400142,0,0,0,0,Rede
3837,2025-02-15T07:09:00,6428,Operações,Belo Horizonte,BA,Desktop,iOS,Safari,5G,37,4,3,Problema de hardware: o HD falha inesperadamente.,Problema de hardware: o HD falha inesperadamente.,images/hard_drive.png,500,334,Média,Aberto,Aplicações,1,0.015,4,1,-24.3495,-49.500264,0,0,0,0,Hardware
3779,2025-02-14T14:43:00,8761,TI,Santos,MG,Mobile,Windows,Firefox,5G,5,48,10,O usuário não consegue imprimir devido a fica lento.,O usuário não consegue imprimir devido a fica lento.,images/default_hr.png,612,408,Crítica,Em andamento,Aplicações,1,-0.184,4,2,-26.088323,-53.022907,0,0,0,0,RH
1667,2025-01-20T16:19:00,3956,Financeiro,Belo Horizonte,BA,Desktop,iOS,Edge,Cabo,15,4,16,Falha de autenticação ao tentar fazer login.,Falha de autenticação ao tentar fazer login.,images/login.png,500,333,Média,Em andamento,Aplicações,0,-0.779,3,3,-31.578585,-52.0316,0,0,0,0,Acesso
2022,2025-01-24T20:54:00,9769,RH,São Paulo,SP,Desktop,Android,Chrome,4G,19,8,8,O módulo financeiro desliga ao imprimir.,O módulo financeiro desliga ao imprimir.,images/finance_report.png,738,414,Baixa,Fechado,Aplicações,1,-0.746,5,0,-32.344431,-52.040526,0,0,0,0,Financeiro
3626,2025-02-12T19:22:00,6075,TI,São Paulo,RJ,Mobile,iOS,Safari,4G,6,24,4,Falha de autenticação ao tentar importar dados.,Falha de autenticação ao tentar importar dados.,images/login.png,500,333,Crítica,Aberto,Infra,0,0.671,4,3,-28.005506,-51.708927,0,0,0,0,Acesso
958,2025-01-12T07:26:00,3356,RH,São Paulo,BA,Desktop,Android,Firefox,5G,30,24,18,O sistema de ponto apresenta perda de dados durante salvar a...,O sistema de ponto apresenta perda de dados durante salvar arquivo.,images/payroll.png,612,408,Média,Aberto,Aplicações,1,0.215,5,3,-24.034463,-46.228582,0,0,0,0,RH
3244,2025-02-08T07:08:00,3316,RH,São Paulo,PR,Mobile,Android,Edge,4G,30,48,27,O cooler não responde e exibe ruído.,O cooler não responde e exibe ruído.,images/cooler.png,500,750,Baixa,Fechado,Aplicações,0,-0.964,3,0,-25.827761,-50.865585,0,0,0,0,Hardware
3443,2025-02-10T15:31:00,9129,Financeiro,São Paulo,SP,Notebook,Windows,Chrome,Cabo,31,4,31,Falha no sistema de folha ao tentar imprimir.,Falha no sistema de folha ao tentar imprimir.,images/payroll.png,612,408,Média,Fechado,Aplicações,1,0.975,5,3,-29.462022,-45.75826,0,0,0,0,RH
1527,2025-01-19T00:39:00,7750,Financeiro,Campinas,PR,Desktop,Android,Edge,4G,18,24,21,O sistema de RH não está desliga para gerar relatório.,O sistema de RH não está desliga para gerar relatório.,images/finance_report.png,738,414,Baixa,Aberto,N2,1,0.418,7,3,-27.00948,-46.211911,0,0,0,0,RH
3183,2025-02-07T13:51:00,1832,TI,Curitiba,RS,Mobile,iOS,Firefox,WiFi,40,8,54,Problema de conectividade: não funciona durante salvar arqui...,Problema de conectividade: não funciona durante salvar arquivo.,images/default_network.png,500,333,Crítica,Em andamento,Aplicações,0,-0.535,6,3,-24.4577,-52.625578,0,0,0,0,Rede
2810,2025-02-03T04:10:00,1493,Operações,Curitiba,RS,Mobile,Linux,Chrome,WiFi,23,48,9,O CRM apresenta sem resposta e não exportar dados.,O CRM apresenta sem resposta e não exportar dados.,images/browser.png,500,333,Alta,Aberto,N2,1,-0.619,6,0,-25.424271,-46.787432,0,0,0,0,Software
2830,2025-02-03T09:50:00,2519,RH,São Paulo,RS,Notebook,iOS,Chrome,5G,32,8,61,Falha no Email: desliga ao tentar fazer login.,Falha no Email: desliga ao tentar fazer login.,images/email.png,500,333,Crítica,Aberto,Aplicações,1,0.083,6,2,-23.544679,-48.520224,0,0,0,0,Software
2206,2025-01-27T01:02:00,5865,TI,Santos,PR,Notebook,Linux,Safari,5G,12,24,72,Falha no sistema financeiro: emite beep ao fazer login.,Falha no sistema financeiro: emite beep ao fazer login.,images/login.png,500,333,Alta,Em andamento,Infra,1,0.087,7,2,-22.952942,-48.774018,0,0,0,0,Financeiro
4403,2025-02-21T23:31:00,3962,TI,Curitiba,RJ,Mobile,iOS,Chrome,5G,34,4,45,Falha crítica no teclado: reinicia sozinho com tela preta.,Falha crítica no teclado: reinicia sozinho com tela preta.,images/keyboard.png,500,375,Média,Fechado,N1,1,0.194,6,3,-25.082404,-49.795005,0,0,0,0,Hardware
1946,2025-01-23T23:22:00,6397,RH,Belo Horizonte,BA,Notebook,Linux,Chrome,WiFi,35,4,9,Relatório financeiro não apresenta erro corretamente.,Relatório financeiro não apresenta erro corretamente.,images/finance_report.png,738,414,Crítica,Em andamento,N2,0,0.427,4,1,-32.657714,-51.521058,0,0,0,0,Financeiro
4189,2025-02-19T10:53:00,3703,Financeiro,Belo Horizonte,RS,Mobile,Windows,Safari,WiFi,39,24,30,O Sistema ERP apresenta ruído e não imprimir.,O Sistema ERP apresenta ruído e não imprimir.,images/sap_erp.png,612,344,Alta,Aberto,N1,1,-0.85,6,3,-32.111759,-44.022376,0,0,0,0,Software
505,2025-01-06T23:05:00,7714,Operações,Belo Horizonte,RJ,Mobile,Linux,Chrome,4G,8,48,70,O acesso à intranet falha com congela.,O acesso à intranet falha com congela.,images/default_network.png,500,333,Crítica,Em andamento,N1,1,0.824,7,0,-26.661246,-47.965375,0,0,0,0,Rede
3282,2025-02-08T17:54:00,3669,TI,Belo Horizonte,SP,Mobile,Windows,Safari,5G,1,4,68,O sistema de folha não está emite beep para abrir documento.,O sistema de folha não está emite beep para abrir documento.,images/payroll.png,612,408,Baixa,Em andamento,N1,1,0.181,6,3,-28.389938,-49.837672,0,0,0,0,RH
162,2025-01-02T21:54:00,1612,RH,Santos,RS,Mobile,Windows,Chrome,WiFi,1,4,15,O usuário relatou que o placa-mãe superaquece durante o aces...,O usuário relatou que o placa-mãe superaquece durante o acesso à rede.,images/motherboard.png,612,408,Alta,Em andamento,N1,1,-0.051,6,1,-31.560105,-46.311174,0,0,0,0,Hardware
484,2025-01-06T17:08:00,2258,TI,Santos,RS,Desktop,iOS,Edge,Cabo,28,12,47,O usuário relata ruído ao tentar acessar sistema de ponto.,O usuário relata ruído ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Baixa,Fechado,Infra,1,0.396,5,0,-33.211427,-44.185789,0,0,0,0,Acesso
3185,2025-02-07T14:25:00,1172,Financeiro,Campinas,RJ,Mobile,Windows,Firefox,5G,31,8,15,O usuário não consegue importar dados devido a emite beep.,O usuário não consegue importar dados devido a emite beep.,images/default_access.png,191,165,Média,Em andamento,N2,1,0.072,6,2,-31.736395,-47.708044,0,0,0,0,Acesso
